RegionID,RegionName,City,State,Region,Metro,CountyName,SizeRank,2019-10
97479,93923,Carmel-by-the-Sea,CA,West,Salinas,Monterey County,5670,1528300
97530,94043,Mountain View,CA,West,San Jose-Sunnyvale-Santa Clara,Santa Clara County,2089,1517000
97938,95032,Los Gatos,CA,West,San Jose-Sunnyvale-Santa Clara,Santa Clara County,3137,1511700
96072,90094,Los Angeles,CA,West,Los Angeles-Long Beach-Anaheim,Los Angeles County,5727,1500400
97812,94610,Oakland,CA,West,San Francisco-Oakland-Hayward,Alameda County,1242,1490300
97703,94403,San Mateo,CA,West,San Francisco-Oakland-Hayward,San Mateo County,966,1483400
97576,94122,San Francisco,CA,West,San Francisco-Oakland-Hayward,San Francisco County,293,1483100
97570,94116,San Francisco,CA,West,San Francisco-Oakland-Hayward,San Francisco County,1573,1480000
97715,94507,Alamo,CA,West,San Francisco-Oakland-Hayward,Contra Costa County,5683,1479100
97704,94404,Foster City,CA,West,San Francisco-Oakland-Hayward,San Mateo County,1531,1476600
97493,93953,Del Monte Forest,CA,West,Salinas,Monterey County,7720,1476200
96121,90274,Palos Verdes Estates,CA,West,Los Angeles-Long Beach-Anaheim,Los Angeles County,3080,1473300
96097,90232,Culver City,CA,West,Los Angeles-Long Beach-Anaheim,Los Angeles County,4919,1470800
97881,94941,Mill Valley,CA,West,San Francisco-Oakland-Hayward,Marin County,2313,1459800
98855,96714,Kilauea,HI,West,Kapaa,Kauai County,10208,1444900
96047,90066,Los Angeles,CA,West,Los Angeles-Long Beach-Anaheim,Los Angeles County,117,1444100
77821,45804,Lima,OH,Midwest,Lima,Allen County,5378,26600
68044,24216,Appalachia,VA,South,Big Stone Gap,Wise County,9885,26800
68718,25703,Huntington,WV,South,Huntington-Ashland,Cabell County,8231,31800
74646,38108,Memphis,TN,South,Memphis,Shelby County,5040,34700
85070,61603,Peoria,IL,Midwest,Peoria,Peoria County,5509,35100
90578,74884,Wewoka,OK,South,,Seminole County,8111,37400
68868,26050,Newell,WV,South,Weirton-Steubenville,Hancock County,11105,38700
73976,36617,Mobile,AL,South,Mobile,Mobile County,6106,39400
84819,61101,Rockford,IL,Midwest,Rockford,Winnebago County,4538,39600
65063,17401,York,PA,Northeast,York-Hanover,York County,5146,40700
71622,31701,Albany,GA,South,Albany,Dougherty County,4529,41700
86363,64126,Kansas City,MO,Midwest,Kansas City,Jackson County,8039,41700
90093,73570,Tipton,OK,South,,Tillman County,11414,42700
90185,73834,Buffalo,OK,South,,Harper County,11216,43100
86362,64125,Kansas City,MO,Midwest,Kansas City,Jackson County,10995,44900
77210,44505,Youngstown,OH,Midwest,Youngstown-Warren-Boardman,Mahoning County,5050,45200
87509,67214,Wichita,KS,Midwest,Wichita,Sedgwick County,5496,47000
63502,14301,Niagara Falls,NY,Northeast,Buffalo-Cheektowaga-Niagara Falls,Niagara County,5932,47100
90018,73438,Healdton,OK,South,Ardmore,Carter County,9477,47500
90091,73568,Temple,OK,South,Lawton,Cotton County,11356,48100
78288,46806,Fort Wayne,IN,Midwest,Fort Wayne,Allen County,4242,48400
84478,60426,Harvey,IL,Midwest,Chicago-Naperville-Elgin,Cook County,4307,48400
77120,44306,Akron,OH,Midwest,Akron,Summit County,4003,48700
91351,76301,Wichita Falls,TX,South,Wichita Falls,Wichita County,4942,48700
89933,73108,Oklahoma City,OK,South,Oklahoma City,Oklahoma County,6130,48900
63727,14779,Town of Salamanca,NY,Northeast,Olean,Cattaraugus County,7589,49200
84820,61102,Rockford,IL,Midwest,Rockford,Winnebago County,5443,50500
85955,63137,Bellefontaine Neighbors,MO,Midwest,St. Louis,Saint Louis County,4736,50700
78635,47512,Bicknell,IN,Midwest,Vincennes,Knox County,9250,51400
90478,74631,Blackwell,OK,South,Ponca City,Kay County,7553,51600
70333,29146,Springfield,SC,South,Orangeburg,Orangeburg County,10967,51600
87428,67045,Eureka,KS,Midwest,,Greenwood County,9248,51800
69522,27823,Enfield,NC,South,Roanoke Rapids,Halifax County,7595,52200
71698,31816,Manchester,GA,South,Atlanta-Sandy Springs-Roswell,Meriwether County,8013,52300
68591,25387,Charleston,WV,South,Charleston,Kanawha County,8182,52300
85954,63136,Jennings,MO,Midwest,St. Louis,Saint Louis County,765,53000
90242,74030,Drumright,OK,South,Tulsa,Creek County,9281,53000
87325,66783,Yates Center,KS,Midwest,,Woodson County,10384,53100
77646,45403,Dayton,OH,Midwest,Dayton,Montgomery County,5550,53200
69903,28377,Red Springs,NC,South,Lumberton,Robeson County,6583,53600
87384,66956,Mankato,KS,Midwest,,Jewell County,11361,54000
74663,38127,Memphis,TN,South,Memphis,Shelby County,1429,54300
71934,32324,Chattahoochee,FL,South,Tallahassee,Gadsden County,8891,54300
90356,74339,Commerce,OK,South,Miami,Ottawa County,10262,54500
69837,28301,Fayetteville,NC,South,Fayetteville,Cumberland County,4874,54900
87541,67335,Cherryvale,KS,Midwest,Coffeyville,Montgomery County,9458,54900
84959,61420,Blandinsville,IL,Midwest,Macomb,McDonough County,11440,55000
87393,66967,Smith Center,KS,Midwest,,Smith County,10493,55200
87560,67361,Sedan,KS,Midwest,,Chautauqua County,10696,55300
74993,38761,Moorhead,MS,South,Indianola,Sunflower County,10765,55300
64616,16502,Erie,PA,Northeast,Erie,Erie County,5198,55400
87558,67357,Parsons,KS,Midwest,Parsons,Labette County,5943,55400
78200,46613,South Bend,IN,Midwest,South Bend-Mishawaka,Saint Joseph County,6833,55700
73970,36611,Chickasaw,AL,South,Mobile,Mobile County,7896,55700
69501,27801,Rocky Mount,NC,South,Rocky Mount,Nash County,4656,55800
77128,44314,Akron,OH,Midwest,Akron,Summit County,4616,56500
90382,74401,Muskogee,OK,South,Muskogee,Muskogee County,5127,56600
69570,27874,Scotland Neck,NC,South,Roanoke Rapids,Halifax County,8727,56600
63941,15210,Pittsburgh,PA,Northeast,Pittsburgh,Allegheny County,3150,56900
75000,38771,Ruleville,MS,South,Indianola,Sunflower County,9891,57200
87669,67576,St. John,KS,Northeast,,Stafford County,10801,57300
81284,53204,Milwaukee,WI,Midwest,Milwaukee-Waukesha-West Allis,Milwaukee County,2676,57400
64930,17104,Harrisburg,PA,Northeast,Harrisburg-Carlisle,Dauphin County,4904,57700
89954,73129,Oklahoma City,OK,South,Oklahoma City,Oklahoma County,5130,58200
63699,14739,Town of Friendship,NY,Northeast,,Allegany County,9900,58200
77310,44710,Canton,OH,Midwest,Canton-Massillon,Stark County,6871,58300
66017,19604,Reading,PA,Northeast,Reading,Berks County,4330,58400
65250,17921,Ashland,PA,Northeast,Pottsville,Schuylkill County,7749,58800
87647,67547,Kinsley,KS,Midwest,,Edwards County,10726,58800
78284,46802,Fort Wayne,IN,Midwest,Fort Wayne,Allen County,6468,58900
86369,64132,Kansas City,MO,Midwest,Kansas City,Jackson County,5594,59200
69911,28386,Rennert,NC,South,Lumberton,Robeson County,8458,59400
